payment_id,order_id,payment_method,payment_status,payment_date,amount
9406,O00009406,Debit Card,Success,2024-07-09 13:07:02.448555,1139.86
9407,O00009407,Credit Card,Success,2024-01-12 09:44:53.523842,3933.71
9408,O00009408,UPI,Failed,2025-05-30 12:46:23.902831,9.25
9409,O00009409,UPI,Success,2025-07-25 21:58:42.703073,1606.18
9410,O00009410,UPI,Success,2025-04-04 17:16:05.020334,85.99
9411,O00009411,Debit Card,Pending,2025-10-24 10:39:16.619940,568.98
9412,O00009412,Credit Card,Success,2024-01-10 05:15:38.846542,336.36
9413,O00009413,Credit Card,Success,2024-04-10 05:15:12.576516,290.28
9414,O00009414,UPI,Success,2024-04-02 12:23:53.556485,385.98
9415,O00009415,UPI,Success,2024-04-11 20:37:13.950968,3147.76
9416,O00009416,Debit Card,Pending,2024-07-26 03:37:45.517809,88.97
9417,O00009417,Debit Card,Success,2025-11-11 05:56:00.272064,197.04
9418,O00009418,UPI,Success,2024-06-11 21:53:16.914481,1506.7
9419,O00009419,Debit Card,Pending,2024-01-18 06:44:49.820780,37.23
9420,O00009420,Debit Card,Success,2025-09-18 18:50:56.959023,463.3
9421,O00009421,UPI,Success,2024-10-08 02:16:37.804747,23.52
9422,O00009422,UPI,Success,2025-05-18 01:00:20.211482,497.81
9423,O00009423,UPI,Success,2025-06-06 11:43:43.246931,114.63
9424,O00009424,Debit Card,Success,2025-08-18 22:19:08.510190,27.91
9425,O00009425,UPI,Success,2024-10-06 13:00:41.513739,742.93
9426,O00009426,COD,Success,2025-10-25 00:12:45.780476,128.28
9427,O00009427,UPI,Success,2025-08-17 03:08:33.630605,4071.32
9428,O00009428,UPI,Success,2024-04-10 10:34:21.041098,32.88
9429,O00009429,Debit Card,Success,2025-01-12 09:56:03.189759,141.54
9430,O00009430,Credit Card,Success,2025-06-16 20:28:14.358248,267.85
9431,O00009431,UPI,Success,2025-11-03 17:22:15.580325,189.88
9432,O00009432,UPI,Success,2024-01-09 02:35:57.913365,220.65
9433,O00009433,Credit Card,Success,2024-11-15 05:02:18.725620,172.17
9434,O00009434,UPI,Success,2024-05-06 11:09:18.197364,544.6
9435,O00009435,UPI,Failed,2025-04-01 20:12:09.676330,355.33
9436,O00009436,UPI,Success,2024-01-13 20:04:01.235716,18.51
9437,O00009437,COD,Success,2025-01-11 17:38:33.694495,2071.64
9438,O00009438,UPI,Success,2024-09-19 12:20:23.386607,49.09
9439,O00009439,Credit Card,Success,2025-04-09 19:14:47.054782,724.22
9440,O00009440,Debit Card,Success,2024-02-24 15:43:14.877795,961.95
9441,O00009441,Debit Card,Success,2025-06-20 15:17:15.668015,878.73
9442,O00009442,UPI,Success,2025-04-13 10:29:19.993595,673.23
9443,O00009443,Debit Card,Pending,2025-05-17 12:26:39.078387,70.68
9444,O00009444,COD,Success,2025-03-21 03:48:04.858850,168.04
9445,O00009445,Credit Card,Success,2025-01-14 14:49:23.048006,354.19
9446,O00009446,UPI,Success,2024-11-16 15:37:44.533952,295.12
9447,O00009447,UPI,Success,2025-05-02 07:27:43.969343,15.29
9448,O00009448,UPI,Success,2025-10-08 09:56:20.188478,1413.41
9449,O00009449,UPI,Success,2025-10-20 15:07:47.227016,26.06
9450,O00009450,Credit Card,Success,2024-08-01 22:57:53.699274,174.35
9451,O00009451,Credit Card,Success,2024-03-18 10:20:05.097102,2768.64
9452,O00009452,Credit Card,Success,2024-04-30 19:46:04.821005,204.41
9453,O00009453,COD,Success,2024-03-05 12:14:53.072170,73.31
9454,O00009454,Credit Card,Failed,2024-08-28 19:29:42.453986,638.47
9455,O00009455,Credit Card,Success,2024-05-07 10:10:26.384570,1006.47
9456,O00009456,UPI,Success,2024-02-25 04:05:26.478582,944.36
9457,O00009457,COD,Failed,2024-09-24 00:25:28.203692,168.25
9458,O00009458,Debit Card,Success,2025-07-19 08:37:11.880246,263.03
9459,O00009459,Credit Card,Success,2024-12-28 04:47:32.795110,90.27
9460,O00009460,Debit Card,Success,2024-10-11 21:18:15.020370,1028.88
9461,O00009461,Credit Card,Success,2024-04-18 11:59:26.939711,611.69
9462,O00009462,Credit Card,Success,2025-02-11 01:54:29.396571,834.3
9463,O00009463,UPI,Success,2025-10-01 09:39:17.081873,22.16
9464,O00009464,Debit Card,Success,2024-01-13 03:24:25.427288,3772.56
9465,O00009465,UPI,Success,2024-02-14 13:46:35.765591,53.24
9466,O00009466,UPI,Success,2024-04-10 07:12:44.931884,135.01
9467,O00009467,Debit Card,Success,2025-10-19 01:17:10.130092,521.13
9468,O00009468,Debit Card,Success,2025-10-01 08:19:10.348892,2020.0
9469,O00009469,Credit Card,Success,2025-10-07 17:10:10.742872,31.39
9470,O00009470,UPI,Success,2025-03-10 05:13:08.568726,143.04
9471,O00009471,COD,Success,2025-08-21 15:51:47.738998,57.7
9472,O00009472,COD,Success,2025-02-11 18:39:34.397256,1047.18
9473,O00009473,UPI,Pending,2024-07-05 05:20:29.111610,6.75
9474,O00009474,Credit Card,Success,2025-02-05 13:27:31.064517,49.7
9475,O00009475,UPI,Success,2025-08-28 19:40:02.516232,1159.92
9476,O00009476,UPI,Success,2024-08-14 13:29:28.783281,66.03
9477,O00009477,UPI,Success,2024-03-19 07:21:13.320733,146.49
9478,O00009478,COD,Success,2025-10-15 14:25:41.637657,38.32
9479,O00009479,UPI,Success,2024-06-12 03:50:12.459585,202.1
9480,O00009480,Credit Card,Success,2024-09-22 01:16:33.096085,179.96
9481,O00009481,Credit Card,Success,2024-06-28 12:44:03.345680,603.12
9482,O00009482,UPI,Success,2025-01-30 09:32:22.385395,217.83
9483,O00009483,UPI,Success,2024-06-15 10:45:58.750055,468.93
9484,O00009484,Credit Card,Success,2025-06-15 21:42:58.753285,228.8
9485,O00009485,COD,Pending,2024-07-18 04:27:12.656499,146.49
9486,O00009486,Credit Card,Success,2024-01-10 02:32:52.652118,270.78
9487,O00009487,UPI,Success,2025-02-15 07:15:44.071385,103.43
9488,O00009488,Credit Card,Success,2024-09-16 10:18:11.723205,1253.26
9489,O00009489,UPI,Success,2024-06-24 10:32:46.003538,269.42
9490,O00009490,Credit Card,Success,2025-05-05 02:45:00.107648,489.31
9491,O00009491,Debit Card,Success,2024-10-02 07:44:41.357024,64.11
9492,O00009492,UPI,Success,2025-05-21 10:35:45.480760,727.69
9493,O00009493,Credit Card,Success,2024-10-14 10:48:09.592760,79.92
9494,O00009494,Credit Card,Success,2024-10-05 15:42:48.756353,223.69
9495,O00009495,Debit Card,Success,2024-10-23 04:15:38.700473,183.25
9496,O00009496,Credit Card,Success,2024-07-18 11:16:02.725828,214.65
9497,O00009497,COD,Success,2024-09-09 02:51:34.341815,3.96
9498,O00009498,Debit Card,Success,2025-01-18 22:23:47.559473,246.95
9499,O00009499,UPI,Success,2025-04-06 00:42:36.110121,473.37
9500,O00009500,Credit Card,Success,2025-11-01 16:44:37.257257,165.59
9501,O00009501,Credit Card,Success,2024-10-29 14:16:35.657470,20.48
9502,O00009502,Credit Card,Success,2024-06-26 03:13:10.680844,263.28
9503,O00009503,Credit Card,Success,2025-09-26 11:34:12.685173,826.25
9504,O00009504,Debit Card,Success,2024-04-16 22:30:51.314062,150.32
9505,O00009505,Debit Card,Success,2024-11-02 11:09:38.076921,945.39
9506,O00009506,Debit Card,Pending,2024-12-20 17:52:13.758718,98.24
9507,O00009507,UPI,Success,2024-02-16 16:25:54.270576,95.57
9508,O00009508,Credit Card,Success,2025-09-02 18:50:42.080150,1307.44
9509,O00009509,Debit Card,Success,2025-02-21 02:01:24.784207,962.1
9510,O00009510,Credit Card,Success,2025-05-22 17:52:27.208056,37.23
9511,O00009511,UPI,Success,2024-09-10 02:42:38.952658,1123.03
9512,O00009512,Credit Card,Success,2024-01-23 02:22:42.946394,572.41
9513,O00009513,Credit Card,Pending,2025-03-15 11:31:07.107211,373.48
9514,O00009514,UPI,Success,2025-07-03 06:45:38.841254,11.4
9515,O00009515,Debit Card,Success,2024-09-19 07:18:04.756231,157.79
9516,O00009516,Credit Card,Pending,2025-05-23 04:08:03.973804,627.45
9517,O00009517,Debit Card,Success,2025-06-25 16:27:54.409702,190.04
9518,O00009518,Credit Card,Failed,2025-03-08 09:03:57.814316,511.43
9519,O00009519,Debit Card,Success,2024-09-13 21:02:48.191886,87.59
9520,O00009520,UPI,Success,2024-10-23 11:13:51.958150,357.59
9521,O00009521,Debit Card,Success,2024-11-02 08:42:34.099831,355.13
9522,O00009522,COD,Success,2024-04-12 09:25:45.831045,27.4
9523,O00009523,Debit Card,Success,2025-08-04 06:18:00.035017,265.12
9524,O00009524,COD,Pending,2024-04-03 11:49:37.641813,21.91
9525,O00009525,Credit Card,Success,2024-04-29 23:16:12.137403,71.01
9526,O00009526,COD,Success,2025-04-10 18:41:43.844215,89.88
9527,O00009527,Credit Card,Success,2024-06-29 11:28:57.533577,97.36
9528,O00009528,UPI,Success,2025-10-03 04:07:32.840426,327.61
9529,O00009529,Credit Card,Success,2025-08-25 04:25:41.698116,207.95
9530,O00009530,UPI,Success,2025-09-04 12:59:41.668816,61.15
9531,O00009531,Debit Card,Failed,2024-05-25 22:43:34.772788,5.98
9532,O00009532,COD,Success,2025-11-05 13:53:39.169859,28.05
9533,O00009533,UPI,Failed,2025-03-16 10:37:14.012964,682.14
9534,O00009534,Credit Card,Success,2025-05-11 06:04:20.541962,443.67
9535,O00009535,UPI,Success,2024-08-23 18:29:46.789588,81.16
9536,O00009536,Credit Card,Success,2024-01-12 20:20:43.913227,132.71
9537,O00009537,Debit Card,Success,2025-10-16 23:31:48.665039,305.73
9538,O00009538,Credit Card,Success,2024-04-14 06:14:43.067492,1059.44
9539,O00009539,UPI,Success,2024-01-27 01:20:05.768810,145.2
9540,O00009540,UPI,Success,2024-02-03 05:10:24.079211,170.53
9541,O00009541,Debit Card,Success,2024-02-26 16:53:09.815387,136.91
9542,O00009542,Debit Card,Success,2025-07-10 20:21:15.365257,828.56
9543,O00009543,Debit Card,Success,2025-10-16 20:10:43.158797,652.11
9544,O00009544,UPI,Success,2024-05-14 08:51:03.971128,105.95
9545,O00009545,Credit Card,Success,2024-05-14 20:52:25.525943,1466.7
9546,O00009546,Credit Card,Success,2024-07-18 21:17:00.378520,1040.23
9547,O00009547,Credit Card,Success,2025-10-21 09:25:18.328390,92.24
9548,O00009548,Credit Card,Success,2025-01-21 03:45:31.544745,1485.25
9549,O00009549,UPI,Success,2025-05-13 20:27:18.260106,38.84
9550,O00009550,COD,Success,2024-12-16 10:55:30.197728,887.7
9551,O00009551,Credit Card,Success,2025-08-22 16:33:30.543366,216.33
9552,O00009552,COD,Success,2024-01-01 18:59:17.846159,84.52
9553,O00009553,UPI,Success,2025-05-14 17:35:57.118247,774.41
9554,O00009554,COD,Success,2024-03-08 20:01:38.590546,864.52
9555,O00009555,UPI,Success,2024-12-26 03:37:36.937689,466.25
9556,O00009556,Debit Card,Success,2024-12-18 20:03:37.347004,74.94
9557,O00009557,Credit Card,Success,2024-01-02 08:32:16.155355,1194.97
9558,O00009558,UPI,Success,2024-06-28 07:53:46.894028,215.05
9559,O00009559,UPI,Failed,2025-01-01 02:57:59.029305,115.92
9560,O00009560,UPI,Success,2024-09-13 03:49:02.012282,500.19
9561,O00009561,Debit Card,Success,2024-09-13 10:04:11.109195,9.98
9562,O00009562,UPI,Success,2025-04-26 01:55:27.653689,196.78
9563,O00009563,Credit Card,Success,2025-03-31 12:58:20.469517,787.1
9564,O00009564,Credit Card,Success,2025-07-19 08:33:44.775052,2434.47
9565,O00009565,Credit Card,Failed,2024-06-18 06:32:33.792648,995.31
9566,O00009566,Credit Card,Success,2024-05-18 09:01:08.503678,16.35
9567,O00009567,UPI,Success,2024-12-02 08:16:35.454617,319.15
9568,O00009568,Credit Card,Success,2024-10-22 10:40:35.838304,621.12
9569,O00009569,UPI,Success,2025-06-16 02:50:44.382367,86.67
9570,O00009570,UPI,Success,2024-03-22 14:05:04.316642,719.68
9571,O00009571,Credit Card,Success,2025-10-02 03:38:39.079529,985.75
9572,O00009572,Credit Card,Success,2024-05-13 01:44:28.600408,108.38
9573,O00009573,Credit Card,Success,2025-06-16 01:05:11.020185,280.99
9574,O00009574,UPI,Success,2024-05-26 08:19:49.734339,15.79
9575,O00009575,UPI,Success,2024-09-09 04:02:36.589691,1539.4
9576,O00009576,COD,Success,2024-07-30 10:41:52.443760,2193.24
9577,O00009577,UPI,Success,2025-06-15 16:47:06.577111,313.56
9578,O00009578,Debit Card,Success,2024-08-20 18:22:09.185569,77.64
9579,O00009579,UPI,Success,2024-02-14 18:23:36.500484,286.99
9580,O00009580,Credit Card,Success,2025-08-19 21:47:14.740216,289.54
9581,O00009581,UPI,Success,2024-04-11 14:32:35.069810,21.52
9582,O00009582,UPI,Success,2025-02-12 12:07:41.440027,32.02
9583,O00009583,UPI,Success,2025-01-13 09:35:37.021580,569.02
9584,O00009584,UPI,Success,2024-03-17 19:15:01.230735,80.1
9585,O00009585,UPI,Success,2024-02-19 12:20:29.411232,1168.31
9586,O00009586,Debit Card,Success,2025-11-08 11:11:12.465278,1513.74
9587,O00009587,COD,Success,2025-05-26 20:35:22.659442,705.92
9588,O00009588,Debit Card,Success,2024-07-09 13:29:21.423321,15.85
9589,O00009589,UPI,Success,2024-01-26 05:43:44.159219,167.0
9590,O00009590,Credit Card,Failed,2025-07-23 09:47:28.364261,4441.39
9591,O00009591,UPI,Pending,2024-08-09 20:31:07.491113,484.29
9592,O00009592,UPI,Success,2024-12-26 02:48:10.793375,647.61
9593,O00009593,UPI,Success,2025-04-24 13:20:50.908724,658.32
9594,O00009594,Debit Card,Success,2025-03-21 12:04:21.818191,10.7
9595,O00009595,UPI,Success,2024-11-05 06:01:26.028569,168.1
9596,O00009596,UPI,Success,2024-12-25 00:33:40.103769,204.78
9597,O00009597,Credit Card,Success,2025-08-28 06:10:58.177770,470.92
9598,O00009598,Credit Card,Success,2025-03-31 15:07:44.356090,318.63
9599,O00009599,COD,Success,2024-07-24 16:48:23.690564,432.49
9600,O00009600,Credit Card,Failed,2025-10-25 08:28:52.384344,357.33
9601,O00009601,UPI,Success,2025-10-01 06:24:21.940174,1073.49
9602,O00009602,UPI,Success,2025-06-05 18:34:45.790071,512.41
9603,O00009603,UPI,Success,2024-07-31 12:35:09.037806,81.36
9604,O00009604,Debit Card,Success,2024-01-17 23:26:30.660556,91.33
9605,O00009605,UPI,Success,2025-02-16 03:04:50.073585,1179.34
9606,O00009606,COD,Failed,2024-12-03 10:42:06.089734,21.02
9607,O00009607,Credit Card,Success,2024-04-05 07:32:04.427662,90.91
9608,O00009608,Credit Card,Success,2025-02-10 17:00:12.614672,126.42
9609,O00009609,UPI,Success,2024-11-19 17:56:59.567662,1660.09
9610,O00009610,Credit Card,Success,2024-06-07 05:56:17.746042,580.48
9611,O00009611,Credit Card,Success,2025-05-14 10:11:08.551424,45.55
9612,O00009612,Credit Card,Success,2025-05-02 05:58:44.188921,848.26
9613,O00009613,Credit Card,Success,2025-03-24 13:52:34.851910,99.56
9614,O00009614,UPI,Success,2024-09-26 03:31:17.686846,212.67
9615,O00009615,UPI,Success,2024-11-14 07:57:26.988824,283.47
9616,O00009616,COD,Success,2025-01-22 21:17:38.702689,1023.99
9617,O00009617,Credit Card,Success,2025-01-15 04:45:23.427436,418.22
9618,O00009618,UPI,Success,2025-03-21 22:08:54.906119,157.79
9619,O00009619,Credit Card,Success,2025-11-04 18:13:34.407224,268.36
9620,O00009620,Debit Card,Success,2024-04-28 09:38:49.419303,83.34
9621,O00009621,UPI,Success,2025-06-08 21:41:20.465810,227.75
9622,O00009622,UPI,Success,2024-10-13 22:07:13.844923,2379.84
9623,O00009623,UPI,Success,2024-08-23 04:07:50.301065,4789.02
9624,O00009624,Credit Card,Success,2025-02-18 06:18:50.127125,76.42
9625,O00009625,UPI,Success,2025-01-07 16:04:00.268562,388.64
9626,O00009626,UPI,Success,2025-01-05 09:42:17.281962,1076.6
9627,O00009627,Credit Card,Pending,2025-04-08 08:01:03.872009,189.42
9628,O00009628,Credit Card,Failed,2024-04-17 11:30:23.034571,1213.07
9629,O00009629,UPI,Pending,2024-11-18 22:55:54.307831,96.75
9630,O00009630,UPI,Success,2025-03-04 22:10:22.004120,3923.66
9631,O00009631,Credit Card,Success,2025-11-08 03:08:23.217942,557.93
9632,O00009632,Debit Card,Success,2025-09-26 02:24:43.280802,146.94
9633,O00009633,UPI,Success,2025-05-21 06:51:00.569341,398.33
9634,O00009634,Credit Card,Success,2024-12-24 18:51:23.675730,56.34
9635,O00009635,UPI,Failed,2024-11-03 22:25:58.661925,201.27
9636,O00009636,UPI,Success,2025-11-07 04:39:56.799067,316.08
9637,O00009637,Credit Card,Pending,2024-10-25 14:09:06.560381,193.92
9638,O00009638,Debit Card,Success,2025-10-01 18:16:39.535847,297.23
9639,O00009639,COD,Success,2025-04-04 17:35:15.334662,1066.0
9640,O00009640,COD,Failed,2025-09-01 05:50:43.566679,1253.52
9641,O00009641,UPI,Success,2024-12-11 07:53:48.515886,184.46
9642,O00009642,UPI,Success,2024-10-09 11:12:30.236986,6.9
9643,O00009643,UPI,Failed,2025-02-20 18:38:52.388336,70.13
9644,O00009644,UPI,Success,2024-12-21 19:54:50.677783,145.93
9645,O00009645,UPI,Success,2025-06-24 04:20:43.062393,394.2
9646,O00009646,Credit Card,Success,2024-12-18 09:59:17.363620,797.74
9647,O00009647,UPI,Success,2024-08-13 17:39:20.854532,157.89
9648,O00009648,UPI,Success,2025-04-24 18:05:24.356111,315.23
9649,O00009649,Credit Card,Success,2025-04-26 22:30:10.677582,224.01
9650,O00009650,Credit Card,Success,2025-08-04 09:54:32.574187,432.3
9651,O00009651,Debit Card,Success,2024-09-18 20:26:41.316371,37.22
9652,O00009652,UPI,Success,2025-02-15 19:39:10.466981,61.86
9653,O00009653,Debit Card,Success,2024-07-18 03:58:00.210589,372.95
9654,O00009654,UPI,Success,2025-02-15 07:28:08.977227,225.87
9655,O00009655,Debit Card,Success,2025-04-19 08:20:30.110539,138.89
9656,O00009656,Debit Card,Success,2024-08-02 10:40:39.724867,26.68
9657,O00009657,Debit Card,Success,2024-07-22 14:16:38.119401,1027.0
9658,O00009658,Debit Card,Success,2024-02-04 06:34:04.238095,101.53
9659,O00009659,UPI,Success,2025-05-03 07:40:39.080197,13.83
9660,O00009660,UPI,Failed,2024-01-24 11:12:52.795076,771.91
9661,O00009661,Credit Card,Success,2024-05-21 11:03:26.979032,1605.98
9662,O00009662,UPI,Success,2025-03-06 03:59:27.019459,29.68
9663,O00009663,COD,Success,2024-12-02 04:04:30.482935,322.58
9664,O00009664,Debit Card,Success,2024-08-06 20:47:25.228188,404.22
9665,O00009665,UPI,Success,2025-07-25 21:52:01.000356,52.53
9666,O00009666,Debit Card,Success,2024-10-30 09:05:32.274601,526.09
9667,O00009667,UPI,Success,2025-02-27 14:51:08.206176,1216.44
9668,O00009668,Credit Card,Success,2025-10-29 04:31:52.308767,496.78
9669,O00009669,Credit Card,Success,2025-07-23 01:09:35.821509,1894.88
9670,O00009670,Debit Card,Success,2025-04-01 02:58:51.080255,42.45
9671,O00009671,Credit Card,Success,2025-06-07 06:37:45.412583,850.41
9672,O00009672,Credit Card,Success,2024-09-24 03:56:16.217308,1062.84
9673,O00009673,UPI,Success,2025-10-18 13:57:33.290052,249.36
9674,O00009674,Credit Card,Success,2024-12-13 14:13:29.611547,17.06
9675,O00009675,COD,Pending,2025-06-25 23:58:16.000028,40.54
9676,O00009676,COD,Success,2024-01-14 10:40:26.529684,37.33
9677,O00009677,UPI,Success,2025-03-29 23:39:34.739985,99.74
9678,O00009678,Credit Card,Success,2025-02-08 22:13:05.745447,1221.08
9679,O00009679,Debit Card,Success,2024-05-31 17:18:28.296643,829.62
9680,O00009680,Credit Card,Success,2024-06-04 05:56:34.458919,3857.34
9681,O00009681,Debit Card,Success,2025-01-26 17:29:46.804527,28.51
9682,O00009682,Debit Card,Failed,2024-09-19 07:20:47.485204,101.07
9683,O00009683,COD,Success,2025-06-25 09:07:01.390232,57.98
9684,O00009684,Credit Card,Pending,2025-10-13 00:48:35.576942,368.45
9685,O00009685,COD,Success,2025-01-23 15:33:46.581366,332.65
9686,O00009686,UPI,Success,2025-03-04 05:34:44.338260,467.62
9687,O00009687,UPI,Success,2025-08-28 00:54:33.397418,153.34
9688,O00009688,UPI,Success,2025-03-29 22:14:36.566631,176.29
9689,O00009689,Debit Card,Success,2025-03-19 16:38:52.114479,461.43
9690,O00009690,Credit Card,Success,2024-08-29 02:51:18.544889,704.96
9691,O00009691,UPI,Success,2024-05-27 03:03:59.399639,610.2
9692,O00009692,UPI,Success,2025-05-30 21:19:20.322155,687.93
9693,O00009693,Credit Card,Success,2024-05-18 07:29:18.311129,840.42
9694,O00009694,UPI,Success,2024-12-11 07:33:39.086410,261.58
9695,O00009695,Debit Card,Success,2025-01-30 13:15:36.080966,108.08
9696,O00009696,UPI,Success,2025-05-14 09:53:05.023957,414.96
9697,O00009697,Credit Card,Success,2025-02-02 07:30:34.399805,1580.24
9698,O00009698,Credit Card,Success,2024-06-06 19:47:18.446577,2004.8
9699,O00009699,Debit Card,Success,2025-03-20 08:21:17.842205,89.07
9700,O00009700,Debit Card,Success,2024-04-29 17:04:22.758983,80.87
9701,O00009701,Credit Card,Success,2024-10-13 03:29:39.625674,91.03
9702,O00009702,Credit Card,Success,2024-07-04 21:49:06.627604,4267.56
9703,O00009703,Credit Card,Success,2025-05-10 12:15:39.201956,12.66
9704,O00009704,Credit Card,Success,2025-08-15 07:55:49.893204,339.4
9705,O00009705,UPI,Success,2024-05-06 23:10:31.382352,139.02
9706,O00009706,Credit Card,Success,2024-11-16 21:20:04.628297,1542.77
9707,O00009707,Debit Card,Pending,2025-05-08 17:03:03.972301,194.94
9708,O00009708,Credit Card,Success,2024-02-15 21:39:05.792639,430.03
9709,O00009709,Credit Card,Success,2024-08-05 22:35:13.708839,605.36
9710,O00009710,UPI,Success,2024-11-07 15:32:55.499253,20.25
9711,O00009711,Credit Card,Success,2024-08-26 14:41:30.142426,176.2
9712,O00009712,Credit Card,Success,2024-05-01 13:22:17.383775,672.75
9713,O00009713,UPI,Success,2025-01-22 15:58:40.236868,165.95
9714,O00009714,UPI,Success,2025-07-10 13:27:11.444019,1580.95
9715,O00009715,UPI,Success,2024-12-16 22:52:02.762168,548.4
9716,O00009716,UPI,Success,2025-11-10 21:31:03.275045,151.47
9717,O00009717,UPI,Success,2024-08-15 20:36:14.129830,783.49
9718,O00009718,Credit Card,Success,2024-04-20 08:57:18.102845,1964.2
9719,O00009719,Debit Card,Success,2024-02-07 12:25:22.426372,613.5
9720,O00009720,Credit Card,Success,2024-12-03 01:52:27.521864,369.72
9721,O00009721,COD,Success,2024-01-06 14:25:33.223384,231.49
9722,O00009722,UPI,Success,2024-05-14 18:32:58.740617,560.83
9723,O00009723,Debit Card,Success,2025-01-27 20:22:04.782968,36.42
9724,O00009724,COD,Success,2024-09-14 04:20:08.994261,94.35
9725,O00009725,Debit Card,Success,2024-04-06 23:27:09.699603,1350.81
9726,O00009726,Credit Card,Success,2024-02-26 22:22:04.804839,53.16
9727,O00009727,Debit Card,Pending,2024-06-18 20:13:56.427008,317.71
9728,O00009728,Credit Card,Success,2024-10-05 15:29:52.825406,209.1
9729,O00009729,Debit Card,Success,2025-07-23 13:27:36.626692,297.56
9730,O00009730,Credit Card,Success,2025-01-06 00:11:55.404268,310.05
9731,O00009731,Debit Card,Success,2024-03-24 05:19:56.791834,433.98
9732,O00009732,UPI,Success,2024-12-23 21:59:47.193299,305.38
9733,O00009733,COD,Success,2025-10-14 05:28:18.813525,77.46
9734,O00009734,UPI,Success,2024-11-21 17:21:11.346549,1741.87
9735,O00009735,Credit Card,Success,2025-01-19 12:52:57.428429,58.73
9736,O00009736,Credit Card,Success,2024-11-09 15:24:30.028357,485.62
9737,O00009737,UPI,Success,2025-02-02 02:48:32.340474,71.72
9738,O00009738,Debit Card,Success,2025-03-10 00:56:28.026235,3030.53
9739,O00009739,Debit Card,Success,2024-08-02 16:38:31.806146,196.62
9740,O00009740,UPI,Success,2025-01-02 10:51:42.810489,364.22
9741,O00009741,Debit Card,Success,2025-05-31 22:06:23.036195,3867.93
9742,O00009742,UPI,Success,2025-08-21 07:48:52.179556,39.34
9743,O00009743,COD,Success,2024-10-18 22:47:28.274049,2432.47
9744,O00009744,UPI,Success,2024-10-15 16:44:46.399513,34.12
9745,O00009745,UPI,Success,2024-09-13 04:42:10.715289,11.44
9746,O00009746,Debit Card,Success,2025-06-04 18:34:16.552302,426.29
9747,O00009747,Credit Card,Success,2025-06-13 05:46:40.447689,57.46
9748,O00009748,Credit Card,Success,2024-06-24 05:16:04.052428,32.78
9749,O00009749,Debit Card,Success,2024-08-30 10:55:53.327731,80.37
9750,O00009750,Credit Card,Success,2025-10-17 11:30:58.328480,82.2
9751,O00009751,Debit Card,Success,2025-03-03 00:33:35.556053,206.74
9752,O00009752,UPI,Pending,2025-08-29 16:05:32.565491,280.6
9753,O00009753,COD,Success,2024-08-02 05:35:04.727296,698.02
9754,O00009754,Credit Card,Failed,2024-01-19 12:52:11.194930,161.15
9755,O00009755,UPI,Success,2025-10-21 08:53:45.923857,47.16
9756,O00009756,UPI,Success,2024-10-22 07:07:05.319505,1072.77
9757,O00009757,UPI,Success,2024-12-03 11:58:38.374453,24.66
9758,O00009758,UPI,Success,2025-04-16 10:20:04.829030,1866.45
9759,O00009759,UPI,Success,2025-03-08 22:44:59.179642,19.09
9760,O00009760,Credit Card,Success,2024-09-21 19:54:27.244530,71.59
9761,O00009761,Debit Card,Success,2025-04-05 03:37:27.081067,1535.4
9762,O00009762,UPI,Success,2025-01-31 19:09:08.157892,3.57
9763,O00009763,Credit Card,Pending,2025-02-04 18:24:27.448299,617.17
9764,O00009764,Debit Card,Success,2025-03-09 19:17:11.114738,9.8
9765,O00009765,Credit Card,Success,2025-11-04 08:53:38.852923,76.76
9766,O00009766,Credit Card,Success,2024-09-19 14:51:14.299627,239.47
9767,O00009767,Credit Card,Success,2024-12-02 03:36:30.190102,1388.44
9768,O00009768,COD,Success,2025-11-09 04:19:52.664858,486.77
9769,O00009769,Credit Card,Success,2024-11-10 09:07:23.766519,766.86
9770,O00009770,Credit Card,Success,2024-12-29 05:26:19.984602,2733.32
9771,O00009771,Credit Card,Success,2025-03-12 04:23:21.737223,243.37
9772,O00009772,Credit Card,Success,2025-07-19 09:48:47.430048,110.55
9773,O00009773,Credit Card,Success,2024-07-02 23:13:13.365427,84.8
9774,O00009774,Credit Card,Success,2024-07-20 15:05:47.694973,218.8
9775,O00009775,Debit Card,Success,2024-06-18 01:22:59.711473,262.2
9776,O00009776,UPI,Pending,2025-05-28 08:06:44.844806,113.67
9777,O00009777,COD,Success,2025-08-07 08:45:10.324639,110.33
9778,O00009778,Credit Card,Success,2025-07-09 12:22:40.130789,474.18
9779,O00009779,Debit Card,Success,2024-02-24 06:50:09.526731,172.42
9780,O00009780,Credit Card,Success,2025-01-04 17:26:54.996504,176.78
9781,O00009781,Debit Card,Success,2024-06-28 11:29:38.305049,57.54
9782,O00009782,UPI,Failed,2024-08-16 01:09:54.747741,367.27
9783,O00009783,COD,Success,2025-08-14 07:17:52.381316,1727.3
9784,O00009784,UPI,Success,2024-10-06 00:57:56.310612,540.24
9785,O00009785,UPI,Success,2025-08-05 00:59:32.170594,209.1
9786,O00009786,Credit Card,Success,2025-07-18 13:44:32.561557,384.7
9787,O00009787,Debit Card,Success,2024-11-25 08:40:46.207391,264.67
9788,O00009788,Credit Card,Success,2024-11-11 00:47:13.604602,118.51
9789,O00009789,Credit Card,Success,2024-02-15 16:14:44.623407,927.72
9790,O00009790,COD,Success,2025-01-24 06:52:14.341817,3500.02
