shipping_id,order_id,shipping_date,delivery_date,delivery_status,delivery_days
7672,O00007672,2025-02-07 06:12:24.449524,2025-02-13 06:12:24.449524,Delivered,6
7673,O00007673,2024-11-29 17:11:40.622029,2024-12-05 17:11:40.622029,Delivered,6
7674,O00007674,2024-05-23 22:59:29.112642,2024-05-28 22:59:29.112642,Delayed,5
7675,O00007675,2025-04-03 13:11:58.766329,2025-04-05 13:11:58.766329,Delayed,2
7676,O00007676,2024-10-26 18:35:11.565710,2024-11-01 18:35:11.565710,Delivered,6
7677,O00007677,2024-02-02 15:32:04.291419,2024-02-05 15:32:04.291419,Delivered,3
7678,O00007678,2024-10-07 14:02:45.494478,2024-10-12 14:02:45.494478,Delivered,5
7679,O00007679,2025-09-29 02:37:42.585388,2025-10-01 02:37:42.585388,Delivered,2
7680,O00007680,2024-11-02 14:49:37.082873,2024-11-07 14:49:37.082873,Delayed,5
7681,O00007681,2025-04-10 07:01:25.594555,2025-04-14 07:01:25.594555,Delivered,4
7682,O00007682,2024-06-17 08:17:03.566289,2024-06-22 08:17:03.566289,Delivered,5
7683,O00007683,2025-07-22 15:13:31.263782,2025-07-26 15:13:31.263782,Delivered,4
7684,O00007684,2024-04-12 10:25:30.336898,2024-04-18 10:25:30.336898,Delayed,6
7685,O00007685,2024-04-09 09:43:19.325209,2024-04-11 09:43:19.325209,Delivered,2
7686,O00007686,2024-02-19 21:42:11.311728,2024-02-22 21:42:11.311728,Delivered,3
7687,O00007687,2025-04-22 10:25:32.318109,2025-04-24 10:25:32.318109,Delayed,2
7688,O00007688,2024-07-10 02:11:52.893804,2024-07-16 02:11:52.893804,Delivered,6
7689,O00007689,2025-03-06 04:51:01.907430,2025-03-08 04:51:01.907430,Delivered,2
7690,O00007690,2024-10-18 10:17:04.360863,2024-10-23 10:17:04.360863,Delivered,5
7691,O00007691,2024-07-02 06:11:50.955338,2024-07-05 06:11:50.955338,Delivered,3
7692,O00007692,2025-08-01 12:10:37.293319,2025-08-07 12:10:37.293319,Delivered,6
7693,O00007693,2025-10-31 10:17:11.533015,2025-11-02 10:17:11.533015,Delivered,2
7694,O00007694,2024-03-31 11:08:48.605439,2024-04-03 11:08:48.605439,Delivered,3
7695,O00007695,2025-06-05 15:31:12.363272,2025-06-09 15:31:12.363272,Delivered,4
7696,O00007696,2024-07-27 11:04:33.725058,2024-07-30 11:04:33.725058,Delayed,3
7697,O00007697,2024-09-28 18:46:36.870940,2024-10-02 18:46:36.870940,Delivered,4
7698,O00007698,2025-10-09 01:51:23.703748,2025-10-11 01:51:23.703748,Delivered,2
7699,O00007699,2025-10-11 15:07:37.511791,2025-10-17 15:07:37.511791,Delivered,6
7700,O00007700,2024-06-22 23:15:06.132447,2024-06-28 23:15:06.132447,Delivered,6
7701,O00007701,2025-11-11 15:09:21.641431,2025-11-14 15:09:21.641431,Delayed,3
7702,O00007702,2025-01-14 08:54:56.273751,2025-01-17 08:54:56.273751,Delivered,3
7703,O00007703,2025-02-19 20:14:54.040421,2025-02-21 20:14:54.040421,Delayed,2
7704,O00007704,2024-03-24 11:56:45.109466,2024-03-30 11:56:45.109466,Delivered,6
7705,O00007705,2024-07-21 08:26:07.726195,2024-07-27 08:26:07.726195,Delivered,6
7706,O00007706,2025-01-13 16:48:26.343993,2025-01-17 16:48:26.343993,Delivered,4
7707,O00007707,2024-06-17 22:37:15.060556,2024-06-21 22:37:15.060556,Delivered,4
7708,O00007708,2025-09-30 14:39:26.622242,2025-10-02 14:39:26.622242,Delivered,2
7709,O00007709,2024-01-09 16:31:15.104391,2024-01-12 16:31:15.104391,Delivered,3
7710,O00007710,2025-04-05 04:08:40.526882,2025-04-11 04:08:40.526882,Delivered,6
7711,O00007711,2024-09-26 07:49:00.354577,2024-10-02 07:49:00.354577,Delivered,6
7712,O00007712,2024-07-27 18:41:34.693610,2024-07-30 18:41:34.693610,Delivered,3
7713,O00007713,2025-02-17 04:38:33.371932,2025-02-19 04:38:33.371932,Delivered,2
7714,O00007714,2024-09-23 21:06:12.389185,2024-09-26 21:06:12.389185,Delivered,3
7715,O00007715,2024-02-27 14:04:24.845478,2024-03-03 14:04:24.845478,Delivered,5
7716,O00007716,2024-01-03 01:54:47.044827,2024-01-07 01:54:47.044827,Delayed,4
7717,O00007717,2025-06-04 09:51:57.900862,2025-06-08 09:51:57.900862,Delivered,4
7718,O00007718,2024-10-17 03:06:13.094391,2024-10-21 03:06:13.094391,Delayed,4
7719,O00007719,2025-08-15 06:21:40.352729,2025-08-21 06:21:40.352729,Delivered,6
7720,O00007720,2024-06-25 05:50:58.255911,2024-06-29 05:50:58.255911,Delivered,4
7721,O00007721,2024-11-30 12:36:08.601775,2024-12-02 12:36:08.601775,Delivered,2
7722,O00007722,2024-04-06 11:08:46.397247,2024-04-08 11:08:46.397247,Delivered,2
7723,O00007723,2025-05-17 19:52:08.044086,2025-05-22 19:52:08.044086,Delayed,5
7724,O00007724,2024-04-27 01:04:13.574162,2024-05-03 01:04:13.574162,Delivered,6
7725,O00007725,2024-11-28 21:54:58.338599,2024-12-04 21:54:58.338599,Delivered,6
7726,O00007726,2024-08-09 13:06:43.065330,2024-08-15 13:06:43.065330,Delivered,6
7727,O00007727,2025-07-30 22:10:06.305735,2025-08-05 22:10:06.305735,Delivered,6
7728,O00007728,2025-03-02 07:59:31.506000,2025-03-06 07:59:31.506000,Delivered,4
7729,O00007729,2024-03-10 05:38:14.112292,2024-03-16 05:38:14.112292,Delivered,6
7730,O00007730,2025-06-24 04:54:28.313120,2025-06-29 04:54:28.313120,Delayed,5
7731,O00007731,2024-12-21 21:41:29.770946,2024-12-23 21:41:29.770946,Delivered,2
7732,O00007732,2024-05-30 23:54:36.214819,2024-06-02 23:54:36.214819,Delivered,3
7733,O00007733,2025-08-31 09:14:09.422755,2025-09-06 09:14:09.422755,Delivered,6
7734,O00007734,2025-08-16 03:21:43.048689,2025-08-18 03:21:43.048689,Delivered,2
7735,O00007735,2024-05-05 22:11:06.788139,2024-05-10 22:11:06.788139,Delivered,5
7736,O00007736,2025-02-20 11:04:28.053366,2025-02-25 11:04:28.053366,Delivered,5
7737,O00007737,2025-08-08 11:11:35.090557,2025-08-13 11:11:35.090557,Delayed,5
7738,O00007738,2025-04-26 12:28:47.863108,2025-05-02 12:28:47.863108,Delivered,6
7739,O00007739,2025-09-21 22:53:54.535507,2025-09-24 22:53:54.535507,Delivered,3
7740,O00007740,2024-09-30 12:04:05.845526,2024-10-05 12:04:05.845526,Delivered,5
7741,O00007741,2024-04-14 08:50:41.103114,2024-04-17 08:50:41.103114,Delayed,3
7742,O00007742,2024-01-20 01:38:35.148260,2024-01-25 01:38:35.148260,Delivered,5
7743,O00007743,2025-02-14 23:19:07.525621,2025-02-18 23:19:07.525621,Delivered,4
7744,O00007744,2024-06-26 21:43:53.697324,2024-06-29 21:43:53.697324,Delivered,3
7745,O00007745,2025-08-05 15:03:40.762379,2025-08-07 15:03:40.762379,Delivered,2
7746,O00007746,2025-02-16 17:07:05.663985,2025-02-21 17:07:05.663985,Delivered,5
7747,O00007747,2025-06-29 22:31:06.885113,2025-07-02 22:31:06.885113,Delivered,3
7748,O00007748,2024-11-09 08:10:31.356688,2024-11-11 08:10:31.356688,Delivered,2
7749,O00007749,2025-09-02 05:27:45.857812,2025-09-08 05:27:45.857812,Delivered,6
7750,O00007750,2025-07-22 14:14:46.600024,2025-07-28 14:14:46.600024,Delivered,6
7751,O00007751,2025-05-15 15:15:53.468560,2025-05-18 15:15:53.468560,Delivered,3
7752,O00007752,2024-11-30 17:54:38.549318,2024-12-02 17:54:38.549318,Delivered,2
7753,O00007753,2024-06-23 08:54:23.768001,2024-06-27 08:54:23.768001,Delivered,4
7754,O00007754,2024-09-23 14:05:23.727078,2024-09-26 14:05:23.727078,Delayed,3
7755,O00007755,2025-07-20 22:05:26.680844,2025-07-26 22:05:26.680844,Delivered,6
7756,O00007756,2024-11-23 06:47:34.385056,2024-11-25 06:47:34.385056,Delivered,2
7757,O00007757,2024-02-05 17:50:16.306936,2024-02-10 17:50:16.306936,Delivered,5
7758,O00007758,2024-10-18 02:53:00.421754,2024-10-22 02:53:00.421754,Delivered,4
7759,O00007759,2024-01-07 23:22:37.778961,2024-01-09 23:22:37.778961,Delayed,2
7760,O00007760,2024-09-27 23:14:00.645657,2024-10-03 23:14:00.645657,Delayed,6
7761,O00007761,2025-03-06 23:00:04.369809,2025-03-09 23:00:04.369809,Delivered,3
7762,O00007762,2024-01-30 15:07:32.410570,2024-02-04 15:07:32.410570,Delayed,5
7763,O00007763,2025-07-13 10:26:30.642635,2025-07-19 10:26:30.642635,Delivered,6
7764,O00007764,2025-03-21 14:35:23.208644,2025-03-25 14:35:23.208644,Delivered,4
7765,O00007765,2025-09-22 08:27:27.381516,2025-09-27 08:27:27.381516,Delivered,5
7766,O00007766,2025-09-07 05:13:37.669291,2025-09-11 05:13:37.669291,Delivered,4
7767,O00007767,2025-08-17 15:00:40.345824,2025-08-20 15:00:40.345824,Delivered,3
7768,O00007768,2025-07-27 09:27:58.132861,2025-07-31 09:27:58.132861,Delivered,4
7769,O00007769,2025-06-07 23:28:17.930839,2025-06-10 23:28:17.930839,Delivered,3
7770,O00007770,2025-06-04 06:19:29.415281,2025-06-07 06:19:29.415281,Delivered,3
7771,O00007771,2024-10-02 04:22:39.809880,2024-10-07 04:22:39.809880,Delivered,5
7772,O00007772,2024-07-13 16:56:37.424171,2024-07-18 16:56:37.424171,Delivered,5
7773,O00007773,2024-05-26 15:31:50.141346,2024-06-01 15:31:50.141346,Delivered,6
7774,O00007774,2024-07-14 15:49:03.383437,2024-07-20 15:49:03.383437,Delivered,6
7775,O00007775,2024-09-12 16:31:46.321775,2024-09-14 16:31:46.321775,Delivered,2
7776,O00007776,2024-09-23 01:09:29.217510,2024-09-29 01:09:29.217510,Delivered,6
7777,O00007777,2025-09-21 10:52:00.800022,2025-09-24 10:52:00.800022,Delivered,3
7778,O00007778,2025-08-18 17:54:04.934392,2025-08-24 17:54:04.934392,Delayed,6
7779,O00007779,2024-06-26 10:15:08.838863,2024-06-30 10:15:08.838863,Delivered,4
7780,O00007780,2024-04-22 00:16:05.627515,2024-04-26 00:16:05.627515,Delivered,4
7781,O00007781,2024-08-30 16:50:50.410289,2024-09-01 16:50:50.410289,Delivered,2
7782,O00007782,2025-09-16 13:15:17.488140,2025-09-20 13:15:17.488140,Delivered,4
7783,O00007783,2025-10-08 22:20:00.864030,2025-10-14 22:20:00.864030,Delivered,6
7784,O00007784,2024-01-19 14:10:58.944668,2024-01-23 14:10:58.944668,Delivered,4
7785,O00007785,2024-10-07 04:44:40.728618,2024-10-11 04:44:40.728618,Delivered,4
7786,O00007786,2024-01-27 18:01:35.559928,2024-01-30 18:01:35.559928,Delivered,3
7787,O00007787,2024-06-24 02:02:47.993723,2024-06-29 02:02:47.993723,Delivered,5
7788,O00007788,2025-09-27 03:20:54.660958,2025-10-03 03:20:54.660958,Delivered,6
7789,O00007789,2025-07-29 03:51:22.238299,2025-08-02 03:51:22.238299,Delivered,4
7790,O00007790,2024-11-16 03:18:01.426686,2024-11-20 03:18:01.426686,Delivered,4
7791,O00007791,2025-10-09 09:46:02.872412,2025-10-13 09:46:02.872412,Delivered,4
7792,O00007792,2024-04-29 09:35:49.120675,2024-05-05 09:35:49.120675,Delivered,6
7793,O00007793,2024-07-19 10:54:09.635366,2024-07-21 10:54:09.635366,Delivered,2
7794,O00007794,2025-09-26 14:24:27.027148,2025-09-30 14:24:27.027148,Delayed,4
7795,O00007795,2024-08-23 03:20:43.753854,2024-08-29 03:20:43.753854,Delivered,6
7796,O00007796,2025-06-24 11:31:04.964054,2025-06-29 11:31:04.964054,Delivered,5
7797,O00007797,2025-03-17 08:41:40.210904,2025-03-22 08:41:40.210904,Delivered,5
7798,O00007798,2025-03-06 22:58:23.676749,2025-03-08 22:58:23.676749,Delivered,2
7799,O00007799,2024-10-06 16:15:57.700136,2024-10-12 16:15:57.700136,Delivered,6
7800,O00007800,2025-05-13 20:33:05.702602,2025-05-15 20:33:05.702602,Delivered,2
7801,O00007801,2024-03-10 21:41:24.776700,2024-03-12 21:41:24.776700,Delivered,2
7802,O00007802,2025-07-07 12:32:43.538026,2025-07-11 12:32:43.538026,Delivered,4
7803,O00007803,2024-06-10 15:54:17.376095,2024-06-15 15:54:17.376095,Delivered,5
7804,O00007804,2025-02-14 07:38:43.844399,2025-02-16 07:38:43.844399,Delivered,2
7805,O00007805,2025-10-20 17:53:25.967504,2025-10-24 17:53:25.967504,Delivered,4
7806,O00007806,2024-10-05 06:52:44.637125,2024-10-08 06:52:44.637125,Delivered,3
7807,O00007807,2025-04-06 09:09:36.156399,2025-04-08 09:09:36.156399,Delivered,2
7808,O00007808,2024-12-17 07:49:22.227613,2024-12-20 07:49:22.227613,Delivered,3
7809,O00007809,2025-01-12 03:39:46.032918,2025-01-16 03:39:46.032918,Delivered,4
7810,O00007810,2025-05-12 08:46:59.362115,2025-05-15 08:46:59.362115,Delivered,3
7811,O00007811,2024-11-01 05:48:00.355605,2024-11-07 05:48:00.355605,Delivered,6
7812,O00007812,2024-01-26 03:07:11.330773,2024-01-30 03:07:11.330773,Delivered,4
7813,O00007813,2024-12-29 15:24:00.763411,2025-01-04 15:24:00.763411,Delivered,6
7814,O00007814,2025-07-23 20:00:42.990459,2025-07-29 20:00:42.990459,Delayed,6
7815,O00007815,2025-08-12 22:04:51.608576,2025-08-16 22:04:51.608576,Delivered,4
7816,O00007816,2025-04-09 16:22:14.043083,2025-04-15 16:22:14.043083,Delivered,6
7817,O00007817,2024-01-29 09:16:35.509439,2024-01-31 09:16:35.509439,Delivered,2
7818,O00007818,2024-05-02 08:23:39.634565,2024-05-05 08:23:39.634565,Delivered,3
7819,O00007819,2025-02-07 19:05:44.765471,2025-02-09 19:05:44.765471,Delayed,2
7820,O00007820,2024-08-10 16:32:20.221779,2024-08-13 16:32:20.221779,Delivered,3
7821,O00007821,2025-07-18 06:11:24.999253,2025-07-21 06:11:24.999253,Delivered,3
7822,O00007822,2024-04-07 16:13:54.653963,2024-04-10 16:13:54.653963,Delivered,3
7823,O00007823,2025-03-07 11:20:35.921022,2025-03-10 11:20:35.921022,Delivered,3
7824,O00007824,2025-10-18 16:44:46.783708,2025-10-24 16:44:46.783708,Delivered,6
7825,O00007825,2025-05-25 07:16:33.924906,2025-05-30 07:16:33.924906,Delivered,5
7826,O00007826,2025-02-22 22:58:50.036820,2025-02-24 22:58:50.036820,Delivered,2
7827,O00007827,2024-12-01 11:19:14.064093,2024-12-04 11:19:14.064093,Delivered,3
7828,O00007828,2025-05-26 14:29:26.327500,2025-05-29 14:29:26.327500,Delivered,3
7829,O00007829,2025-05-18 12:46:20.949522,2025-05-23 12:46:20.949522,Delivered,5
7830,O00007830,2025-07-03 10:00:37.590528,2025-07-05 10:00:37.590528,Delivered,2
7831,O00007831,2025-02-08 11:25:18.468212,2025-02-14 11:25:18.468212,Delivered,6
7832,O00007832,2025-07-26 04:25:52.349559,2025-07-31 04:25:52.349559,Delivered,5
7833,O00007833,2024-01-02 22:46:48.617640,2024-01-08 22:46:48.617640,Delivered,6
7834,O00007834,2025-02-17 17:01:56.929030,2025-02-20 17:01:56.929030,Delivered,3
7835,O00007835,2024-07-01 04:41:17.471075,2024-07-07 04:41:17.471075,Delayed,6
7836,O00007836,2024-10-08 15:13:22.524817,2024-10-14 15:13:22.524817,Delivered,6
7837,O00007837,2025-08-28 11:30:04.322057,2025-09-01 11:30:04.322057,Delayed,4
7838,O00007838,2025-01-31 23:54:34.044424,2025-02-06 23:54:34.044424,Delayed,6
7839,O00007839,2024-11-14 00:55:12.442627,2024-11-18 00:55:12.442627,Delivered,4
7840,O00007840,2025-08-05 22:33:41.944917,2025-08-07 22:33:41.944917,Delivered,2
7841,O00007841,2024-05-21 09:23:15.789950,2024-05-26 09:23:15.789950,Delayed,5
7842,O00007842,2024-08-23 04:05:27.886123,2024-08-26 04:05:27.886123,Delivered,3
7843,O00007843,2025-03-03 09:46:59.319340,2025-03-09 09:46:59.319340,Delivered,6
7844,O00007844,2025-01-10 04:15:41.660808,2025-01-12 04:15:41.660808,Delayed,2
7845,O00007845,2024-05-18 03:10:13.137565,2024-05-21 03:10:13.137565,Delivered,3
7846,O00007846,2024-08-02 01:42:35.264004,2024-08-08 01:42:35.264004,Delivered,6
7847,O00007847,2025-08-15 05:55:02.772019,2025-08-18 05:55:02.772019,Delivered,3
7848,O00007848,2024-04-10 08:26:23.676120,2024-04-13 08:26:23.676120,Delayed,3
7849,O00007849,2025-01-14 03:30:43.603702,2025-01-19 03:30:43.603702,Delivered,5
7850,O00007850,2024-05-13 05:07:45.917981,2024-05-18 05:07:45.917981,Delivered,5
7851,O00007851,2024-08-11 02:30:17.429267,2024-08-17 02:30:17.429267,Delivered,6
7852,O00007852,2024-09-09 06:07:17.139012,2024-09-14 06:07:17.139012,Delivered,5
7853,O00007853,2025-06-12 10:19:51.865377,2025-06-16 10:19:51.865377,Delivered,4
7854,O00007854,2025-01-25 11:20:36.724863,2025-01-30 11:20:36.724863,Delivered,5
7855,O00007855,2024-12-08 02:37:19.309852,2024-12-12 02:37:19.309852,Delivered,4
7856,O00007856,2025-05-14 03:03:29.587564,2025-05-17 03:03:29.587564,Delivered,3
7857,O00007857,2025-09-24 21:01:24.497617,2025-09-26 21:01:24.497617,Delivered,2
7858,O00007858,2025-07-09 21:42:31.133567,2025-07-11 21:42:31.133567,Delivered,2
7859,O00007859,2024-12-22 07:00:35.040613,2024-12-24 07:00:35.040613,Delivered,2
7860,O00007860,2025-10-01 14:19:29.407442,2025-10-03 14:19:29.407442,Delivered,2
7861,O00007861,2024-01-30 00:58:48.984393,2024-02-02 00:58:48.984393,Delivered,3
7862,O00007862,2025-04-25 16:37:02.247882,2025-04-30 16:37:02.247882,Delivered,5
7863,O00007863,2025-08-29 13:13:06.544046,2025-09-02 13:13:06.544046,Delivered,4
7864,O00007864,2024-10-07 23:36:12.359663,2024-10-13 23:36:12.359663,Delayed,6
7865,O00007865,2025-02-01 22:42:23.622140,2025-02-06 22:42:23.622140,Delivered,5
7866,O00007866,2025-09-28 00:39:01.586106,2025-10-01 00:39:01.586106,Delivered,3
7867,O00007867,2025-05-16 07:22:04.841993,2025-05-18 07:22:04.841993,Delivered,2
7868,O00007868,2025-09-29 10:59:15.612659,2025-10-02 10:59:15.612659,Delivered,3
7869,O00007869,2024-04-28 06:39:40.007582,2024-05-04 06:39:40.007582,Delivered,6
7870,O00007870,2024-02-29 23:22:04.913784,2024-03-03 23:22:04.913784,Delivered,3
7871,O00007871,2025-10-14 04:55:14.323909,2025-10-18 04:55:14.323909,Delivered,4
7872,O00007872,2024-11-23 03:22:13.311882,2024-11-28 03:22:13.311882,Delivered,5
7873,O00007873,2025-07-15 14:44:38.213696,2025-07-18 14:44:38.213696,Delivered,3
7874,O00007874,2025-06-07 17:32:28.616833,2025-06-12 17:32:28.616833,Delivered,5
7875,O00007875,2024-04-11 05:06:57.063503,2024-04-13 05:06:57.063503,Delivered,2
7876,O00007876,2024-06-29 05:13:57.370670,2024-07-04 05:13:57.370670,Delivered,5
7877,O00007877,2025-06-01 18:19:07.093544,2025-06-04 18:19:07.093544,Delivered,3
7878,O00007878,2025-04-15 08:21:35.627137,2025-04-18 08:21:35.627137,Delivered,3
7879,O00007879,2024-08-25 13:07:17.732835,2024-08-31 13:07:17.732835,Delivered,6
7880,O00007880,2024-08-22 00:52:17.699466,2024-08-25 00:52:17.699466,Delivered,3
7881,O00007881,2025-03-01 00:38:09.132735,2025-03-05 00:38:09.132735,Delivered,4
7882,O00007882,2024-08-27 04:48:50.805461,2024-09-02 04:48:50.805461,Delivered,6
7883,O00007883,2024-02-18 09:37:00.653932,2024-02-24 09:37:00.653932,Delivered,6
7884,O00007884,2025-10-02 18:36:44.793873,2025-10-04 18:36:44.793873,Delivered,2
7885,O00007885,2024-07-06 03:56:26.214420,2024-07-09 03:56:26.214420,Delivered,3
7886,O00007886,2024-05-24 23:10:10.873907,2024-05-28 23:10:10.873907,Delivered,4
7887,O00007887,2025-08-22 23:34:10.291758,2025-08-26 23:34:10.291758,Delivered,4
7888,O00007888,2025-04-30 21:38:21.947304,2025-05-02 21:38:21.947304,Delayed,2
7889,O00007889,2025-05-09 11:04:08.228629,2025-05-12 11:04:08.228629,Delivered,3
7890,O00007890,2024-01-08 12:38:19.139442,2024-01-11 12:38:19.139442,Delivered,3
7891,O00007891,2024-11-20 01:41:01.184226,2024-11-25 01:41:01.184226,Delivered,5
7892,O00007892,2025-03-15 01:39:43.838362,2025-03-19 01:39:43.838362,Delivered,4
7893,O00007893,2024-05-22 07:08:18.127455,2024-05-28 07:08:18.127455,Delivered,6
7894,O00007894,2024-06-06 00:11:16.453883,2024-06-09 00:11:16.453883,Delivered,3
7895,O00007895,2024-06-23 10:00:30.750926,2024-06-25 10:00:30.750926,Delivered,2
7896,O00007896,2024-05-18 13:14:00.782558,2024-05-24 13:14:00.782558,Delivered,6
7897,O00007897,2024-10-25 06:28:56.350502,2024-10-27 06:28:56.350502,Delivered,2
7898,O00007898,2025-09-19 21:37:03.904612,2025-09-24 21:37:03.904612,Delivered,5
7899,O00007899,2024-03-28 20:45:03.988998,2024-04-03 20:45:03.988998,Delivered,6
7900,O00007900,2025-07-19 20:39:08.899210,2025-07-23 20:39:08.899210,Delivered,4
7901,O00007901,2025-05-22 12:44:07.632253,2025-05-24 12:44:07.632253,Delivered,2
7902,O00007902,2025-05-30 10:47:41.544646,2025-06-02 10:47:41.544646,Delivered,3
7903,O00007903,2025-07-11 04:37:23.008317,2025-07-17 04:37:23.008317,Delivered,6
7904,O00007904,2025-05-24 02:57:44.180897,2025-05-28 02:57:44.180897,Delivered,4
7905,O00007905,2025-03-23 23:23:14.987349,2025-03-26 23:23:14.987349,Delivered,3
7906,O00007906,2025-07-15 23:05:01.803542,2025-07-20 23:05:01.803542,Delivered,5
7907,O00007907,2025-05-15 15:42:21.882304,2025-05-19 15:42:21.882304,Delivered,4
7908,O00007908,2025-02-23 23:58:31.733990,2025-03-01 23:58:31.733990,Delivered,6
7909,O00007909,2025-07-15 14:50:35.964296,2025-07-19 14:50:35.964296,Delivered,4
7910,O00007910,2024-09-29 15:40:01.834697,2024-10-05 15:40:01.834697,Delivered,6
7911,O00007911,2024-11-07 01:57:58.141448,2024-11-13 01:57:58.141448,Delayed,6
7912,O00007912,2025-09-01 20:46:07.806406,2025-09-07 20:46:07.806406,Delivered,6
7913,O00007913,2024-05-20 10:47:00.424036,2024-05-24 10:47:00.424036,Delivered,4
7914,O00007914,2025-10-31 01:45:46.124224,2025-11-03 01:45:46.124224,Delivered,3
7915,O00007915,2025-10-15 05:58:31.977608,2025-10-17 05:58:31.977608,Delivered,2
7916,O00007916,2024-02-26 14:33:58.709699,2024-02-28 14:33:58.709699,Delivered,2
7917,O00007917,2024-06-02 12:57:00.175337,2024-06-04 12:57:00.175337,Delivered,2
7918,O00007918,2025-08-05 20:42:59.003958,2025-08-11 20:42:59.003958,Delivered,6
7919,O00007919,2025-10-20 08:07:22.824255,2025-10-23 08:07:22.824255,Delivered,3
7920,O00007920,2024-12-04 01:37:47.107402,2024-12-10 01:37:47.107402,Delivered,6
7921,O00007921,2024-10-30 10:38:57.078031,2024-11-01 10:38:57.078031,Delivered,2
7922,O00007922,2024-02-03 05:31:49.932127,2024-02-09 05:31:49.932127,Delivered,6
7923,O00007923,2024-01-30 15:22:26.731955,2024-02-05 15:22:26.731955,Delivered,6
7924,O00007924,2025-08-01 05:42:14.609598,2025-08-03 05:42:14.609598,Delivered,2
7925,O00007925,2024-05-13 21:06:33.497341,2024-05-17 21:06:33.497341,Delivered,4
7926,O00007926,2024-12-09 07:57:31.030568,2024-12-11 07:57:31.030568,Delayed,2
7927,O00007927,2024-06-13 00:19:10.296333,2024-06-18 00:19:10.296333,Delivered,5
7928,O00007928,2024-07-06 07:04:45.951032,2024-07-11 07:04:45.951032,Delivered,5
7929,O00007929,2025-04-17 15:21:41.321304,2025-04-22 15:21:41.321304,Delivered,5
7930,O00007930,2024-01-20 07:31:13.109281,2024-01-23 07:31:13.109281,Delivered,3
7931,O00007931,2024-05-21 21:31:56.041424,2024-05-25 21:31:56.041424,Delivered,4
7932,O00007932,2025-10-29 23:21:35.121158,2025-11-02 23:21:35.121158,Delivered,4
7933,O00007933,2024-08-20 12:41:23.511260,2024-08-26 12:41:23.511260,Delivered,6
7934,O00007934,2024-02-27 15:30:01.532353,2024-03-01 15:30:01.532353,Delivered,3
7935,O00007935,2024-07-13 16:59:13.860938,2024-07-16 16:59:13.860938,Delivered,3
7936,O00007936,2025-07-08 03:48:53.340484,2025-07-11 03:48:53.340484,Delayed,3
7937,O00007937,2024-03-02 15:59:30.059037,2024-03-05 15:59:30.059037,Delivered,3
7938,O00007938,2024-05-07 18:38:25.626871,2024-05-12 18:38:25.626871,Delivered,5
7939,O00007939,2024-08-19 12:39:21.022480,2024-08-21 12:39:21.022480,Delivered,2
7940,O00007940,2024-07-01 19:17:12.048379,2024-07-07 19:17:12.048379,Delivered,6
7941,O00007941,2024-10-01 15:10:35.503216,2024-10-06 15:10:35.503216,Delivered,5
7942,O00007942,2025-03-05 04:18:20.239969,2025-03-08 04:18:20.239969,Delivered,3
7943,O00007943,2024-05-03 03:11:30.487698,2024-05-09 03:11:30.487698,Delivered,6
7944,O00007944,2025-08-24 23:52:12.399639,2025-08-30 23:52:12.399639,Delivered,6
7945,O00007945,2024-10-05 17:04:27.032538,2024-10-08 17:04:27.032538,Delivered,3
7946,O00007946,2025-10-09 09:15:10.998803,2025-10-12 09:15:10.998803,Delivered,3
7947,O00007947,2025-02-27 05:07:14.716085,2025-03-01 05:07:14.716085,Delayed,2
7948,O00007948,2024-12-09 04:58:21.411889,2024-12-14 04:58:21.411889,Delivered,5
7949,O00007949,2024-08-19 14:47:28.550959,2024-08-25 14:47:28.550959,Delivered,6
7950,O00007950,2025-09-04 14:26:09.608148,2025-09-10 14:26:09.608148,Delivered,6
7951,O00007951,2025-09-23 12:22:37.314704,2025-09-25 12:22:37.314704,Delivered,2
7952,O00007952,2024-05-27 16:48:59.819231,2024-05-31 16:48:59.819231,Delivered,4
7953,O00007953,2024-06-20 00:09:00.431488,2024-06-22 00:09:00.431488,Delivered,2
7954,O00007954,2025-03-12 19:36:38.563979,2025-03-15 19:36:38.563979,Delivered,3
7955,O00007955,2024-10-30 16:27:09.974240,2024-11-04 16:27:09.974240,Delayed,5
7956,O00007956,2025-03-02 01:41:21.657249,2025-03-08 01:41:21.657249,Delivered,6
7957,O00007957,2025-01-22 04:23:42.062541,2025-01-26 04:23:42.062541,Delayed,4
7958,O00007958,2025-07-03 00:23:04.734286,2025-07-05 00:23:04.734286,Delivered,2
7959,O00007959,2025-11-13 07:04:57.081176,2025-11-18 07:04:57.081176,Delivered,5
7960,O00007960,2024-10-20 02:50:02.212449,2024-10-25 02:50:02.212449,Delivered,5
7961,O00007961,2025-01-27 11:54:08.884689,2025-01-30 11:54:08.884689,Delayed,3
7962,O00007962,2024-05-04 12:22:47.982562,2024-05-10 12:22:47.982562,Delivered,6
7963,O00007963,2024-12-09 04:04:18.853718,2024-12-14 04:04:18.853718,Delivered,5
7964,O00007964,2025-08-15 01:10:54.577427,2025-08-21 01:10:54.577427,Delivered,6
7965,O00007965,2024-03-16 01:54:33.868545,2024-03-19 01:54:33.868545,Delivered,3
7966,O00007966,2024-02-10 01:29:54.621241,2024-02-13 01:29:54.621241,Delivered,3
7967,O00007967,2024-05-05 05:25:17.838120,2024-05-11 05:25:17.838120,Delivered,6
7968,O00007968,2024-01-04 06:05:20.197268,2024-01-06 06:05:20.197268,Delivered,2
